split_id,seq1_time,c0_c1_copy_time,seq2_time,seq_fc_time,mb_device_0_start_time,mb_device_0_end_time,c0_c1_cp_start_time,c0_c1_cp_end_time,mb_device_1_start_time,mb_device_1_end_time,mb_fc_start_time,mb_fc_end_time,mb_device_0_start_datetime,mb_device_0_end_datetime,c0_c1_cp_start_datetime,c0_c1_cp_end_datetime,mb_device_1_start_datetime,mb_device_1_end_datetime,mb_fc_start_datetime,mb_fc_end_datetime
0,0.00832676887512207,8.869171142578125e-05,0.009783029556274414,0.00017595291137695312,1581696753.9504423,1581696753.958769,1581696753.9587743,1581696753.958863,1581696753.9588685,1581696753.9686515,1581696753.9686556,1581696753.9688315,2020-02-14 11:12:33.950442,2020-02-14 11:12:33.958771,2020-02-14 11:12:33.958774,2020-02-14 11:12:33.958864,2020-02-14 11:12:33.958868,2020-02-14 11:12:33.968653,2020-02-14 11:12:33.968656,2020-02-14 11:12:33.968832
1,0.007784128189086914,8.225440979003906e-05,0.009434938430786133,0.00013685226440429688,1581696753.9689019,1581696753.976686,1581696753.9766905,1581696753.9767728,1581696753.9767766,1581696753.9862115,1581696753.9862154,1581696753.9863522,2020-02-14 11:12:33.968902,2020-02-14 11:12:33.976687,2020-02-14 11:12:33.976690,2020-02-14 11:12:33.976773,2020-02-14 11:12:33.976776,2020-02-14 11:12:33.986213,2020-02-14 11:12:33.986215,2020-02-14 11:12:33.986353
2,0.007760763168334961,7.486343383789062e-05,0.009422540664672852,0.0001380443572998047,1581696753.9864063,1581696753.994167,1581696753.9941711,1581696753.994246,1581696753.9942498,1581696754.0036724,1581696754.0036764,1581696754.0038145,2020-02-14 11:12:33.986406,2020-02-14 11:12:33.994168,2020-02-14 11:12:33.994171,2020-02-14 11:12:33.994247,2020-02-14 11:12:33.994249,2020-02-14 11:12:34.003673,2020-02-14 11:12:34.003676,2020-02-14 11:12:34.003815
3,0.007739543914794922,7.390975952148438e-05,0.009355306625366211,0.00013017654418945312,1581696754.0038667,1581696754.0116062,1581696754.0116103,1581696754.0116842,1581696754.0116878,1581696754.021043,1581696754.021047,1581696754.0211773,2020-02-14 11:12:34.003867,2020-02-14 11:12:34.011608,2020-02-14 11:12:34.011610,2020-02-14 11:12:34.011685,2020-02-14 11:12:34.011687,2020-02-14 11:12:34.021044,2020-02-14 11:12:34.021047,2020-02-14 11:12:34.021178
4,0.007683277130126953,7.367134094238281e-05,0.009500503540039062,0.00013208389282226562,1581696754.021229,1581696754.0289123,1581696754.0289166,1581696754.0289903,1581696754.0289936,1581696754.038494,1581696754.0384984,1581696754.0386305,2020-02-14 11:12:34.021229,2020-02-14 11:12:34.028913,2020-02-14 11:12:34.028916,2020-02-14 11:12:34.028991,2020-02-14 11:12:34.028993,2020-02-14 11:12:34.038495,2020-02-14 11:12:34.038498,2020-02-14 11:12:34.038631
5,0.007724761962890625,7.486343383789062e-05,0.009495973587036133,0.0001327991485595703,1581696754.038683,1581696754.0464077,1581696754.0464118,1581696754.0464866,1581696754.04649,1581696754.055986,1581696754.0559902,1581696754.056123,2020-02-14 11:12:34.038683,2020-02-14 11:12:34.046409,2020-02-14 11:12:34.046412,2020-02-14 11:12:34.046487,2020-02-14 11:12:34.046490,2020-02-14 11:12:34.055987,2020-02-14 11:12:34.055990,2020-02-14 11:12:34.056124
6,0.007744789123535156,7.653236389160156e-05,0.009407758712768555,0.00013184547424316406,1581696754.0562723,1581696754.064017,1581696754.0640213,1581696754.064098,1581696754.0641015,1581696754.0735092,1581696754.0735133,1581696754.073645,2020-02-14 11:12:34.056273,2020-02-14 11:12:34.064018,2020-02-14 11:12:34.064021,2020-02-14 11:12:34.064099,2020-02-14 11:12:34.064101,2020-02-14 11:12:34.073510,2020-02-14 11:12:34.073513,2020-02-14 11:12:34.073646
7,0.0077152252197265625,7.462501525878906e-05,0.009430170059204102,0.0001308917999267578,1581696754.0736964,1581696754.0814116,1581696754.0814157,1581696754.0814903,1581696754.0814939,1581696754.090924,1581696754.090928,1581696754.091059,2020-02-14 11:12:34.073696,2020-02-14 11:12:34.081413,2020-02-14 11:12:34.081415,2020-02-14 11:12:34.081491,2020-02-14 11:12:34.081493,2020-02-14 11:12:34.090925,2020-02-14 11:12:34.090928,2020-02-14 11:12:34.091060
8,0.00770115852355957,7.462501525878906e-05,0.009379386901855469,0.00013136863708496094,1581696754.0911107,1581696754.0988119,1581696754.098816,1581696754.0988905,1581696754.098894,1581696754.1082733,1581696754.1082773,1581696754.1084087,2020-02-14 11:12:34.091111,2020-02-14 11:12:34.098813,2020-02-14 11:12:34.098816,2020-02-14 11:12:34.098891,2020-02-14 11:12:34.098894,2020-02-14 11:12:34.108274,2020-02-14 11:12:34.108277,2020-02-14 11:12:34.108409
9,0.0076792240142822266,7.295608520507812e-05,0.009380817413330078,0.00013685226440429688,1581696754.1084602,1581696754.1161394,1581696754.1161437,1581696754.1162167,1581696754.11622,1581696754.1256008,1581696754.1256049,1581696754.1257417,2020-02-14 11:12:34.108460,2020-02-14 11:12:34.116141,2020-02-14 11:12:34.116143,2020-02-14 11:12:34.116217,2020-02-14 11:12:34.116220,2020-02-14 11:12:34.125602,2020-02-14 11:12:34.125605,2020-02-14 11:12:34.125743
10,0.0076787471771240234,7.367134094238281e-05,0.009392023086547852,0.00012993812561035156,1581696754.125794,1581696754.1334727,1581696754.133477,1581696754.1335506,1581696754.1335542,1581696754.1429462,1581696754.1429508,1581696754.1430807,2020-02-14 11:12:34.125794,2020-02-14 11:12:34.133474,2020-02-14 11:12:34.133477,2020-02-14 11:12:34.133551,2020-02-14 11:12:34.133554,2020-02-14 11:12:34.142948,2020-02-14 11:12:34.142950,2020-02-14 11:12:34.143082
11,0.007684230804443359,7.224082946777344e-05,0.009383201599121094,0.0001308917999267578,1581696754.1431322,1581696754.1508164,1581696754.150821,1581696754.1508932,1581696754.1508968,1581696754.16028,1581696754.160284,1581696754.160415,2020-02-14 11:12:34.143132,2020-02-14 11:12:34.150818,2020-02-14 11:12:34.150821,2020-02-14 11:12:34.150894,2020-02-14 11:12:34.150897,2020-02-14 11:12:34.160281,2020-02-14 11:12:34.160284,2020-02-14 11:12:34.160416
12,0.007689237594604492,7.343292236328125e-05,0.009378433227539062,0.0001399517059326172,1581696754.1604643,1581696754.1681535,1581696754.1681576,1581696754.168231,1581696754.1682346,1581696754.177613,1581696754.177617,1581696754.177757,2020-02-14 11:12:34.160464,2020-02-14 11:12:34.168155,2020-02-14 11:12:34.168157,2020-02-14 11:12:34.168231,2020-02-14 11:12:34.168234,2020-02-14 11:12:34.177614,2020-02-14 11:12:34.177617,2020-02-14 11:12:34.177758
13,0.00766444206237793,7.367134094238281e-05,0.009445428848266602,0.00012993812561035156,1581696754.1778073,1581696754.1854718,1581696754.1854758,1581696754.1855495,1581696754.185553,1581696754.1949985,1581696754.1950026,1581696754.1951325,2020-02-14 11:12:34.177807,2020-02-14 11:12:34.185473,2020-02-14 11:12:34.185476,2020-02-14 11:12:34.185550,2020-02-14 11:12:34.185553,2020-02-14 11:12:34.195000,2020-02-14 11:12:34.195002,2020-02-14 11:12:34.195133
14,0.007674694061279297,7.176399230957031e-05,0.009392261505126953,0.00012993812561035156,1581696754.1951842,1581696754.202859,1581696754.2028635,1581696754.2029352,1581696754.2029386,1581696754.2123308,1581696754.2123349,1581696754.2124648,2020-02-14 11:12:34.195184,2020-02-14 11:12:34.202860,2020-02-14 11:12:34.202863,2020-02-14 11:12:34.202936,2020-02-14 11:12:34.202938,2020-02-14 11:12:34.212332,2020-02-14 11:12:34.212335,2020-02-14 11:12:34.212466
15,0.0076715946197509766,7.2479248046875e-05,0.009379863739013672,0.00013899803161621094,1581696754.2125168,1581696754.2201884,1581696754.2201924,1581696754.220265,1581696754.2202682,1581696754.229648,1581696754.2296522,1581696754.2297912,2020-02-14 11:12:34.212517,2020-02-14 11:12:34.220190,2020-02-14 11:12:34.220192,2020-02-14 11:12:34.220265,2020-02-14 11:12:34.220268,2020-02-14 11:12:34.229649,2020-02-14 11:12:34.229652,2020-02-14 11:12:34.229792
